-0,0161099;0,21992;
-0,0161099;-0,03008;
-0,0161099;-0,03008;
-0,0161099;-0,03008;
0,0151401;0,00117;
0,0151401;0,00117;
-0,0004849;0,00117;
-0,0004849;0,00117;
-0,0004849;0,00117;
-0,0004849;0,00117;
-0,0004849;-0,000783125;
-0,0004849;-0,000783125;
-0,0004849;0,000193438;
-0,0004849;0,000193438;
3,38125e-06;0,000193438;
3,38125e-06;0,000193438;
3,38125e-06;-5,07031e-05;
3,38125e-06;-5,07031e-05;
3,38125e-06;-5,07031e-05;
3,38125e-06;1,0332e-05;
3,38125e-06;1,0332e-05;
3,38125e-06;1,0332e-05;
3,38125e-06;-4,92676e-06;
